Respondent ID,Ad ID,BrandRecall_anchor_authenticity,Credibility_anchor_authenticity,Enjoyment_anchor_authenticity,Involvement_anchor_authenticity,Memory_anchor_authenticity,Optimisation_anchor_authenticity,Persuasion_anchor_authenticity,Relevance_anchor_authenticity,Understanding_anchor_authenticity,BrandRecall_anchor_brand_recall,BrandRecall_anchor_branding,Credibility_anchor_branding,Enjoyment_anchor_branding,Involvement_anchor_branding,Memory_anchor_branding,Optimisation_anchor_branding,Persuasion_anchor_branding,Relevance_anchor_branding,Understanding_anchor_branding,BrandRecall_anchor_confusion_clarity,Credibility_anchor_confusion_clarity,Enjoyment_anchor_confusion_clarity,Involvement_anchor_confusion_clarity,Memory_anchor_confusion_clarity,Optimisation_anchor_confusion_clarity,Persuasion_anchor_confusion_clarity,Relevance_anchor_confusion_clarity,Understanding_anchor_confusion_clarity,BrandRecall_anchor_credibility,Credibility_anchor_credibility,Enjoyment_anchor_credibility,Involvement_anchor_credibility,Memory_anchor_credibility,Optimisation_anchor_credibility,Persuasion_anchor_credibility,Relevance_anchor_credibility,Understanding_anchor_credibility,BrandRecall_anchor_enjoyability,Credibility_anchor_enjoyability,Enjoyment_anchor_enjoyability,Involvement_anchor_enjoyability,Memory_anchor_enjoyability,Optimisation_anchor_enjoyability,Persuasion_anchor_enjoyability,Relevance_anchor_enjoyability,Understanding_anchor_enjoyability,BrandRecall_anchor_involvement,Credibility_anchor_involvement,Enjoyment_anchor_involvement,Involvement_anchor_involvement,Memory_anchor_involvement,Optimisation_anchor_involvement,Persuasion_anchor_involvement,Relevance_anchor_involvement,Understanding_anchor_involvement,BrandRecall_anchor_personal_relevance,Credibility_anchor_personal_relevance,Enjoyment_anchor_personal_relevance,Involvement_anchor_personal_relevance,Memory_anchor_personal_relevance,Optimisation_anchor_personal_relevance,Persuasion_anchor_personal_relevance,Relevance_anchor_personal_relevance,Understanding_anchor_personal_relevance,BrandRecall_anchor_persuasion,Credibility_anchor_persuasion,Enjoyment_anchor_persuasion,Involvement_anchor_persuasion,Memory_anchor_persuasion,Optimisation_anchor_persuasion,Persuasion_anchor_persuasion,Relevance_anchor_persuasion,Understanding_anchor_persuasion,BrandRecall_anchor_relevance,Credibility_anchor_relevance,Enjoyment_anchor_relevance,Involvement_anchor_relevance,Memory_anchor_relevance,Optimisation_anchor_relevance,Persuasion_anchor_relevance,Relevance_anchor_relevance,Understanding_anchor_relevance,BrandRecall_anchor_reliability_durability,Credibility_anchor_reliability_durability,Enjoyment_anchor_reliability_durability,Involvement_anchor_reliability_durability,Memory_anchor_reliability_durability,Optimisation_anchor_reliability_durability,Persuasion_anchor_reliability_durability,Relevance_anchor_reliability_durability,Understanding_anchor_reliability_durability,BrandRecall_anchor_scepticism,Credibility_anchor_scepticism,Enjoyment_anchor_scepticism,Involvement_anchor_scepticism,Memory_anchor_scepticism,Optimisation_anchor_scepticism,Persuasion_anchor_scepticism,Relevance_anchor_scepticism,Understanding_anchor_scepticism,Understanding_anchor_understanding_accuracy,BrandRecall_anchor_value_for_money,Credibility_anchor_value_for_money,Enjoyment_anchor_value_for_money,Involvement_anchor_value_for_money,Memory_anchor_value_for_money,Optimisation_anchor_value_for_money,Persuasion_anchor_value_for_money,Relevance_anchor_value_for_money,Understanding_anchor_value_for_money,anchor_enjoyability_overall_mean,anchor_enjoyability_overall_std,anchor_involvement_overall_mean,anchor_involvement_overall_std,anchor_credibility_overall_mean,anchor_credibility_overall_std,anchor_persuasion_overall_mean,anchor_persuasion_overall_std,anchor_branding_overall_mean,anchor_branding_overall_std,anchor_confusion_clarity_overall_mean,anchor_confusion_clarity_overall_std,anchor_scepticism_overall_mean,anchor_scepticism_overall_std,anchor_authenticity_overall_mean,anchor_authenticity_overall_std,anchor_personal_relevance_overall_mean,anchor_personal_relevance_overall_std,anchor_relevance_overall_mean,anchor_relevance_overall_std,anchor_value_for_money_overall_mean,anchor_value_for_money_overall_std,anchor_reliability_durability_overall_mean,anchor_reliability_durability_overall_std,anchor_brand_recall_overall_mean,anchor_brand_recall_overall_std,anchor_understanding_accuracy_overall_mean,anchor_understanding_accuracy_overall_std,n_themes_scored,Order Shown,Brand,Ad / Platform
R00120,AD012,0.14421517,0.49284798,0.3386994,0.36381507,0.41228977,0.21402945,0.110500164,,0.28165263,0.5,0.29577225,0.2422095,0.14275599,0.17822333,0.45176855,0.5375844,0.17553739,,0.42123538,0.26634485,0.40978497,0.3356082,0.4249784,0.4461021,0.28579825,0.10214023,,0.31893554,0.24494539,0.54657567,0.25313595,0.2770726,0.55342716,0.35782877,0.20512095,,0.44062212,0.20905004,0.24847008,0.31046194,0.28769696,0.5469563,0.29789874,0.13628614,,0.39860088,0.20405923,0.2993935,0.33187088,0.47682098,0.6684604,0.35531712,0.16827074,,0.41055,0.20333542,0.25186664,0.23548979,0.24555406,0.40500072,0.32266375,0.18349807,,0.2895001,0.25652733,0.2942119,0.2375482,0.22159502,0.49347883,0.48280045,0.38433135,,0.41137367,0.1639032,0.2639345,0.27553716,0.3018516,0.45655465,0.3015604,0.22208722,,0.32573092,0.27667245,0.35602635,0.22296314,0.23345819,0.3376511,0.3891505,0.3396788,,0.33315563,0.19883993,0.65093726,0.44205847,0.45539743,0.39507794,0.27411598,0.13070616,,0.30559573,0.8163549900054932,0.24306653,0.40025744,0.26149607,0.23739894,0.42655706,0.37654036,0.3491794,,0.41878155,0.30442762,0.12452619,0.36434287,0.15890849,0.35984108,0.1384872,0.34773335,0.10961563,0.30563587,0.14751647,0.32371157,0.11124594,0.3565911,0.16496769,0.2947562,0.13258745,0.26711357,0.07106978,0.28889495,0.085090384,0.33915967,0.08002622,0.31109452,0.059880868,0.5,,0.8163549900054932,,8,2,Philips,Regional TVC 30s (Tamil)
R00121,AD013,0.21332179,0.40299833,0.5183917,0.46936518,0.38506907,0.24098957,0.2661589,0.51671064,0.30690137,1.0,0.23728357,0.50654125,0.5640075,0.24377517,0.5221481,0.61377895,0.24243,0.23622248,0.46366492,0.21098816,0.2274633,0.39167765,0.3351775,0.33497655,0.36043265,0.22563024,0.31292382,0.34982815,0.14653435,0.615879,0.5891107,0.3378281,0.48783627,0.37423056,0.36906907,0.3581625,0.50418955,0.20306803,0.3820748,0.75136554,0.3710849,0.50435364,0.38573098,0.26780534,0.4000159,0.4402377,0.20252351,0.35834438,0.6514998,0.5867724,0.52728754,0.47056237,0.32511723,0.4216538,0.4312934,0.19265443,0.36047792,0.50039893,0.28105086,0.4228262,0.30763337,0.27809426,0.5563921,0.35242432,0.16247113,0.5495901,0.501995,0.34345433,0.4774292,0.45934844,0.6041666,0.35429245,0.47329012,0.16224101,0.34489167,0.44605005,0.3635527,0.38842916,0.2792296,0.324399,0.5842195,0.36263955,0.12517665,0.568647,0.41604692,0.28023756,0.40240225,0.32181746,0.40384617,0.30620643,0.4163866,0.19378383,0.2832374,0.48854056,0.36602515,0.37099886,0.31821042,0.2674167,0.36016923,0.3405911,0.7395187616348267,0.09648262,0.4569644,0.43333265,0.23719333,0.39105603,0.2929493,0.45806247,0.29813772,0.44998902,0.41174853,0.1550576,0.4416727,0.13760243,0.42031556,0.14521712,0.4362264,0.13193206,0.40331686,0.16021842,0.30545533,0.06672263,0.33210814,0.08207727,0.36887848,0.11762141,0.36132804,0.11508633,0.36173913,0.11489547,0.3460186,0.12477221,0.36008522,0.12218345,1.0,,0.7395187616348267,,9,5,Butterfly,Regional TVC 30s (Hindi)
R00122,AD013,0.20965892,0.73781323,0.35849056,0.39175358,0.34960893,,,0.36872947,0.25671855,1.0,0.39451855,0.49497458,0.2554564,0.21412697,0.64215004,,,0.22563338,0.4441539,0.24901159,0.40165824,0.2752858,0.27457944,0.31938612,,,0.20533141,0.3621936,0.35855582,0.812834,0.295918,0.30548525,0.4678783,,,0.31117243,0.42250574,0.37949955,0.55896276,0.5359821,0.41802183,0.44686142,,,0.28796515,0.37412652,0.40404603,0.5474177,0.383803,0.50702375,0.49829283,,,0.32338828,0.39329687,0.29711065,0.47149095,0.25620273,0.20961899,0.33211413,,,0.6002117,0.31495804,0.33905652,0.5249888,0.3454172,0.32281864,0.46499878,,,0.33423725,0.37500665,0.28457567,0.4665479,0.25565028,0.28930402,0.2894476,,,0.6042098,0.3176303,0.27373725,0.5542985,0.25909352,0.2782461,0.40327942,,,0.29335245,0.3332208,0.2494103,0.5419923,0.3004016,0.28126347,0.3770699,,,0.27956414,0.31457418,0.8676703572273254,0.26236352,0.5265123,0.26118535,0.21647184,0.3679256,,,0.3485592,0.33339283,0.42877418,0.09497973,0.43675265,0.08122525,0.42490706,0.18283756,0.38664627,0.077672966,0.3815734,0.15974198,0.2982066,0.06754592,0.33489656,0.09959604,0.38182476,0.17023163,0.3545296,0.13544507,0.3581951,0.1286575,0.33091578,0.102147214,0.34217545,0.105567604,1.0,,0.8676703572273254,,7,3,Butterfly,Regional TVC 30s (Hindi)
R00123,AD013,0.20072311,0.5698168,0.36546963,0.34145755,0.37834442,0.29996458,0.24642883,0.5041464,0.25952312,1.0,0.41837984,0.4653247,0.19691263,0.22070406,0.500341,0.43836278,0.25501806,0.32271138,0.42624667,0.2684508,0.3653006,0.21891578,0.3457672,0.31602246,0.31647336,0.14066222,0.27636924,0.34638423,0.35468283,0.84107995,0.2488563,0.26304105,0.51859945,0.39858612,0.338518,0.3884223,0.35542345,0.39401528,0.52726626,0.51914686,0.33822215,0.44104394,0.31162873,0.30058697,0.37879118,0.29666662,0.3942866,0.53718215,0.2960722,0.5075215,0.4848632,0.42687076,0.30435857,0.3714591,0.3174708,0.2957246,0.4849137,0.24671887,0.20435631,0.36737362,0.30954802,0.231172,0.7150255,0.2833246,0.36083233,0.5918306,0.2792832,0.2930979,0.4352751,0.4718488,0.5019071,0.40599105,0.39133704,0.29033548,0.47726315,0.25040635,0.2858048,0.34576568,0.36081186,0.25339177,0.5695412,0.29982397,0.28083414,0.6012298,0.21208668,0.27030692,0.41837922,0.41518998,0.4157558,0.33547994,0.34644353,0.25676477,0.42005545,0.3003548,0.30164266,0.35599262,0.3419808,0.19311477,0.39321607,0.28271163,0.8296574950218201,0.28183264,0.56725144,0.24050276,0.19832829,0.41637865,0.34811375,0.39803258,0.34239233,0.33927983,0.38970757,0.089300215,0.40445387,0.09064467,0.41191217,0.17919934,0.41460034,0.09957267,0.36044458,0.113543585,0.28826064,0.07186361,0.3162037,0.07002902,0.35176384,0.120865844,0.34868413,0.16076323,0.34812716,0.10836747,0.34801248,0.10822026,0.36618957,0.11422852,1.0,,0.8296574950218201,,9,4,Butterfly,Regional TVC 30s (Hindi)
R00124,AD013,0.2120096,0.58153266,0.46199742,0.3814125,0.36935169,0.1783124,0.19521129,0.47595665,0.35029206,0.5,0.4867431,0.36139926,0.2794986,0.2129239,0.5527492,0.30156362,0.22777839,0.32884252,0.46027648,0.28255454,0.35796162,0.30067453,0.3358526,0.36054415,0.31174636,0.15163901,0.25316885,0.39794958,0.36370707,0.667015,0.3343546,0.29052678,0.4507572,0.29940572,0.27090898,0.41339123,0.4470821,0.31881535,0.5023872,0.5850833,0.44924387,0.44897965,0.14674444,0.21034472,0.36501998,0.4806859,0.36048415,0.4854396,0.46571448,0.51443136,0.5131702,0.2389678,0.20203942,0.37157822,0.53033334,0.29340392,0.4899934,0.30184656,0.2450344,0.3826622,0.21088766,0.18133603,0.6920308,0.3606426,0.34963137,0.47470623,0.31407878,0.3338723,0.4546204,0.40047553,0.41667423,0.44352993,0.4791545,0.2346043,0.47214118,0.3060155,0.31763998,0.38324946,0.30168834,0.21912596,0.5984333,0.4017402,0.31366864,0.49974984,0.2747679,0.24891931,0.40747398,0.30994222,0.3444513,0.39388308,0.38787538,0.25114524,0.45697922,0.37192017,0.32977378,0.3676036,0.20831762,0.20557107,0.35466388,0.3431828,0.776333212852478,0.2803172,0.47774303,0.3123405,0.23093566,0.33676967,0.43621415,0.43439585,0.41425377,0.36024806,0.3897005,0.14275876,0.40912873,0.12310878,0.39301652,0.12258927,0.40741593,0.062048692,0.3568639,0.118935324,0.30578792,0.072672285,0.32101747,0.08356005,0.35623068,0.13942082,0.35087085,0.1589402,0.35940424,0.1200959,0.364802,0.08197621,0.35341465,0.07731119,0.5,,0.776333212852478,,9,5,Butterfly,Regional TVC 30s (Hindi)
R00125,AD013,0.06589406,0.67150795,0.48925033,0.5155978,0.37705594,0.24345013,0.2856135,0.26432592,0.3186731,0.5,0.3106968,0.4726062,0.47464848,0.5079327,0.5159742,0.37735087,0.22049597,0.1492405,0.45141253,0.15707825,0.44966954,0.36011544,0.36207414,0.33456558,0.34996468,0.17747329,0.2322288,0.4290763,0.14844969,0.7240899,0.5258419,0.5904861,0.46048582,0.3800671,0.2562873,0.20336053,0.4205693,0.102874435,0.559551,0.7803113,0.6830846,0.46957135,0.28484157,0.23081532,0.29700857,0.41002285,0.14330819,0.62628305,0.6669438,0.8019397,0.47513127,0.4434828,0.26649863,0.3047249,0.44188917,0.15804891,0.4441979,0.42522347,0.45725414,0.39126417,0.27981156,0.26643008,0.30557904,0.35668582,0.23750235,0.5348298,0.49399382,0.5267121,0.42337525,0.41738832,0.44422635,0.20184769,0.45914647,0.123076074,0.45382625,0.43187037,0.49802527,0.3513044,0.3221356,0.34050158,0.38626623,0.37195185,0.24638979,0.52070093,0.3763558,0.40886047,0.41501147,0.40360707,0.25484896,0.18963197,0.38682827,0.1038641,0.5482304,0.40955493,0.43450186,0.38129145,0.2916279,0.22137173,0.1921042,0.35482758,0.7314051389694214,0.1736212,0.4920817,0.38225275,0.42121845,0.38258818,0.34969413,0.32699442,0.161895,0.35821998,0.4242312,0.22098136,0.4633557,0.20915718,0.41218197,0.18804811,0.4154469,0.118793555,0.38670647,0.13256432,0.31691623,0.104688175,0.3263749,0.13758102,0.35904098,0.17843525,0.34272167,0.09876406,0.36432862,0.10706673,0.33872953,0.1079978,0.35580385,0.10425813,0.5,,0.7314051389694214,,9,3,Butterfly,Regional TVC 30s (Hindi)
R00126,AD013,0.26535198,0.2899614,0.40639707,0.29368106,0.30413198,,0.2540259,0.2665869,0.2985193,1.0,0.25910997,0.10849974,0.41598183,0.15879014,0.42593366,,0.18035585,0.13318892,0.42472973,0.24717362,0.27777684,0.37802923,0.38883474,0.29441097,,0.24813327,0.24789591,0.31640777,0.21989569,0.34916252,0.5093546,0.25487766,0.40126923,,0.27486977,0.23232558,0.4717003,0.34803718,0.14311802,0.61135304,0.3167839,0.36563975,,0.3395599,0.12617347,0.39251396,0.35479525,0.20916982,0.5893694,0.4918867,0.38673407,,0.31812248,0.18442443,0.36216927,0.25769705,0.19578712,0.43686584,0.21826884,0.30089945,,0.2240721,0.3510074,0.28357053,0.2641494,0.2841523,0.4173416,0.23712237,0.39165142,,0.41336256,0.19669144,0.452135,0.2426468,0.25135598,0.4301895,0.26724777,0.26171482,,0.27648032,0.48640236,0.3128684,0.18509546,0.26536462,0.3389116,0.17987761,0.40297684,,0.3040482,0.16071044,0.39734223,0.21950337,0.271821,0.43702328,0.34491044,0.30736998,,0.26844296,0.25956526,0.3063066,0.7272043228149414,0.18289354,0.2406894,0.39449108,0.17493637,0.42998976,,0.46409887,0.20759414,0.44409722,0.3303974,0.15184484,0.36208394,0.1341888,0.33918193,0.11171715,0.33207577,0.097172156,0.26332372,0.13863242,0.2998328,0.057283618,0.30186787,0.06629273,0.29733196,0.04759036,0.28352106,0.07975605,0.31611323,0.091441564,0.3173488,0.12678549,0.27929088,0.097404115,1.0,,0.7272043228149414,,8,4,Butterfly,Regional TVC 30s (Hindi)
R00127,AD013,0.22240663,0.28420013,0.50055695,0.31078672,0.33360797,0.27965996,0.17844793,0.37553978,0.22596548,0.5,0.3379519,0.12547089,0.45226324,0.17256501,0.4871099,0.36528468,0.09956213,0.1169926,0.3429901,0.32992393,0.25883016,0.43001142,0.39204988,0.28291723,0.21471962,0.2472926,0.34000584,0.23018338,0.26854274,0.34781125,0.5602209,0.26808977,0.4049072,0.36743292,0.27367875,0.2564489,0.33222848,0.26545972,0.13486502,0.5426968,0.36718857,0.37642,0.29077634,0.15312591,0.21166694,0.2967902,0.34352672,0.19544014,0.5200987,0.5155587,0.41520074,0.31819472,0.23088539,0.25697145,0.3047322,0.2783404,0.18699206,0.43706515,0.20117801,0.30333987,0.33640885,0.21005581,0.37865975,0.30141726,0.32427564,0.28936043,0.3506695,0.22209127,0.417765,0.50242525,0.39587852,0.1679008,0.377306,0.32559308,0.23260589,0.41332924,0.2746751,0.29154626,0.40232727,0.2621277,0.52985954,0.28286865,0.30321357,0.26043233,0.3575437,0.17204748,0.3647982,0.42409027,0.27777132,0.17074457,0.34338546,0.24598873,0.2647624,0.50328195,0.34761122,0.35057867,0.27361694,0.22028111,0.33819565,0.21924148,0.7895349860191345,0.2565577,0.23143953,0.4110435,0.25758553,0.3423796,0.39103198,0.35846728,0.17200895,0.3392308,0.29322106,0.12588444,0.3445121,0.11734422,0.34215122,0.096952975,0.33863026,0.102086164,0.27779895,0.1506967,0.30288157,0.07475734,0.30706203,0.09006293,0.30124128,0.09624281,0.29260635,0.084347986,0.33499253,0.09537236,0.30663833,0.08042298,0.2971141,0.086504824,0.5,,0.7895349860191345,,9,2,Butterfly,Regional TVC 30s (Hindi)
R00128,AD013,0.13713282,0.5462711,0.56329834,0.4007979,0.34689358,0.23192015,,0.45659295,0.22213861,1.0,0.2845387,0.48327672,0.54767627,0.22551352,0.47427967,0.44930193,,0.31044513,0.31267205,0.20695908,0.25785568,0.3954225,0.27541187,0.3485489,0.2560099,,0.4098803,0.25862893,0.20755169,0.6913019,0.60699904,0.3249296,0.39882773,0.3591036,,0.42477444,0.30247656,0.21647225,0.36568066,0.75123274,0.41884804,0.40556258,0.280109,,0.427935,0.31062484,0.21531019,0.38313213,0.58655304,0.531028,0.4664359,0.36547226,,0.542241,0.30117428,0.18540609,0.412377,0.4588528,0.24758466,0.2840063,0.28806794,,0.584105,0.22258684,0.26611462,0.56479007,0.5079254,0.3355895,0.43476126,0.45163342,,0.39015335,0.4241827,0.19420534,0.39824536,0.40465286,0.3101204,0.2963546,0.3378359,,0.6519436,0.24034491,0.25746843,0.5642624,0.4326842,0.23469652,0.34350395,0.35839736,,0.3059352,0.3542195,0.18880461,0.36183965,0.4814884,0.2924984,0.3855042,0.28717613,,0.3630335,0.17159154,0.5883083343505859,0.22711356,0.4895201,0.4647651,0.20503524,0.32537484,0.37738058,,0.32465768,0.33147806,0.39705813,0.16110502,0.42391834,0.12950093,0.41449556,0.160577,0.4218938,0.09380761,0.385963,0.116213,0.30108964,0.07388278,0.31649205,0.10347142,0.3631307,0.15684167,0.33537334,0.13671575,0.35421288,0.14002801,0.34316564,0.1005133,0.35639596,0.10443521,1.0,,0.5883083343505859,,8,2,Butterfly,Regional TVC 30s (Hindi)
R00129,AD013,0.27268088,0.78643954,0.34189087,0.3862204,0.29686326,0.23278755,0.26103926,0.4173218,0.30982178,0.0,0.4791414,0.30881807,0.27906796,0.20749165,0.42854783,0.33848435,0.22634633,0.20850977,0.47902003,0.37000215,0.3247138,0.2742746,0.3089067,0.23943606,0.41050977,0.23179746,0.24347489,0.33771896,0.31285334,0.6325845,0.2875296,0.30066878,0.3566753,0.31474942,0.33422518,0.31144944,0.4333787,0.26101974,0.36959457,0.54380286,0.36487204,0.30383867,0.19911022,0.26533645,0.28527334,0.41589168,0.33884963,0.35424003,0.37864828,0.5043722,0.3395635,0.33398134,0.33023036,0.28778625,0.4315966,0.23570946,0.3623946,0.2622215,0.25506964,0.28942284,0.20258084,0.27982438,0.5717983,0.36126366,0.38969392,0.35022616,0.3581264,0.331026,0.3783588,0.33236235,0.5764704,0.3119662,0.4425369,0.23778252,0.38087887,0.2585252,0.3170165,0.26940435,0.28697222,0.3343948,0.54473555,0.35888028,0.3105598,0.43419194,0.26043105,0.25921735,0.39403063,0.28064314,0.3303366,0.31256804,0.3757762,0.39894056,0.52689373,0.29234567,0.2944028,0.30817294,0.29695657,0.24511497,0.3040257,0.35004067,0.8289584517478943,0.29349634,0.40540025,0.27423587,0.21681479,0.34209478,0.37829912,0.3830639,0.30016157,0.38525236,0.3343044,0.102751374,0.36658537,0.06481035,0.36490157,0.109284975,0.38564077,0.08138113,0.32838082,0.11054704,0.30453715,0.062466715,0.3352104,0.08352445,0.3672295,0.16799796,0.31336504,0.110397965,0.33206558,0.09274933,0.33097988,0.06341098,0.32863942,0.06124001,0.0,,0.8289584517478943,,9,4,Butterfly,Regional TVC 30s (Hindi)
R00130,AD013,0.25477493,0.4845871,0.33111423,0.24876869,0.4322042,0.2933476,0.3275878,0.408223,0.32623088,0.0,0.46492898,0.31674212,0.1716561,0.13101403,0.49249187,0.29576242,0.26418567,0.20518823,0.52181846,0.29179174,0.4322348,0.38212332,0.35705125,0.36242968,0.28590283,0.40209383,0.4055157,0.40805998,0.38605866,0.612061,0.23278403,0.22365546,0.44910666,0.49763796,0.39438847,0.32270128,0.47233793,0.4098058,0.29705575,0.3462937,0.31507185,0.47435236,0.25512516,0.277211,0.31751385,0.41097084,0.4249767,0.3571424,0.31069344,0.42113674,0.57098055,0.36827633,0.34055975,0.3183538,0.4131125,0.3127499,0.2922754,0.19002828,0.20253697,0.40554377,0.22620144,0.25500333,0.44533157,0.3542067,0.33458936,0.4091783,0.20696929,0.22646001,0.49938157,0.3831485,0.5049217,0.2622786,0.41785693,0.25777894,0.29747725,0.19786479,0.2298735,0.42671874,0.28475446,0.28357407,0.4769182,0.35924095,0.29718444,0.48248604,0.18624632,0.18073021,0.42340642,0.38870412,0.37906036,0.26292017,0.37764946,0.2709441,0.66757643,0.42389557,0.33482173,0.39399177,0.35083368,0.45051688,0.45586893,0.36085734,0.830215573310852,0.27146173,0.4790582,0.20223497,0.19604018,0.3816726,0.39044756,0.45773676,0.26987228,0.3769938,0.34482226,0.07237751,0.3916925,0.07974476,0.39897016,0.12619294,0.36053157,0.11077864,0.31819865,0.14408158,0.36968923,0.051445436,0.41214517,0.11258502,0.34520426,0.08062504,0.2982086,0.089760944,0.31268898,0.09155506,0.33616865,0.104902424,0.33093196,0.105247125,0.0,,0.830215573310852,,9,1,Butterfly,Regional TVC 30s (Hindi)
R00131,AD014,0.179743,0.50359875,0.35613447,0.24254413,0.33710942,0.31349805,0.31238064,0.38602182,0.21326733,1.0,0.20212531,0.45881185,0.23385617,0.09954451,0.38763005,0.2742981,0.19841252,0.30718192,0.26966527,0.16853848,0.45206136,0.38470078,0.35254043,0.34894878,0.3898813,0.37359998,0.43580338,0.18304384,0.118925765,0.6426439,0.26532003,0.20393512,0.44561905,0.3408255,0.2998336,0.46921209,0.27088776,0.18368393,0.47942424,0.38375583,0.21699032,0.4775501,0.3193253,0.28902838,0.36161196,0.25507128,0.16491759,0.52685547,0.37491605,0.35804927,0.45280808,0.385578,0.34731296,0.45742136,0.26400435,0.20136225,0.46643272,0.2704398,0.17084283,0.36428872,0.21776263,0.2608374,0.5206384,0.23838058,0.12452289,0.47846156,0.2545235,0.19009104,0.33278212,0.271356,0.30179986,0.3540238,0.40852585,0.120246835,0.44123417,0.30281767,0.23813331,0.35098875,0.28815892,0.3155046,0.5803718,0.2527201,0.12238157,0.4767322,0.23836869,0.15263627,0.33671668,0.27124715,0.22909497,0.29505482,0.39588153,0.15716591,0.6722762,0.44545898,0.35976425,0.2985208,0.42141333,0.43410966,0.45497367,0.2060156,0.6223283410072327,0.070906274,0.48242405,0.2647467,0.16759919,0.28067973,0.34013927,0.2872478,0.357957,0.45319432,0.3296046,0.10581396,0.370207,0.1080053,0.3396892,0.15763831,0.3017874,0.10802483,0.27016953,0.106642365,0.34323537,0.100950934,0.38329983,0.15282759,0.31603307,0.097908005,0.3012206,0.12241284,0.32113066,0.1303358,0.3005438,0.12918356,0.27979043,0.112384,1.0,,0.6223283410072327,,9,4,Usha,Social Media Reel 15s
R00132,AD014,0.27571124,0.6078897,0.42348638,0.49590614,0.30203697,0.2573374,0.41645518,0.54150903,0.21878205,0.0,0.3452428,0.2577362,0.5283979,0.49276632,0.35821542,0.3964353,0.2964253,0.25738278,0.2952945,0.291019,0.34136772,0.39523286,0.3450159,0.28680256,0.26005965,0.26314133,0.2829765,0.30128458,0.311332,0.5621309,0.5375977,0.5722166,0.38550925,0.44099265,0.41168854,0.3807797,0.32554376,0.3870556,0.44689006,0.7849058,0.6645412,0.35660037,0.39488348,0.40329185,0.38459757,0.25493443,0.47121337,0.5033503,0.6302829,0.76897323,0.38755888,0.4715994,0.42693985,0.3722117,0.25596973,0.26631966,0.37149253,0.42612302,0.47120383,0.257727,0.31648302,0.3493335,0.68479735,0.2418114,0.3440596,0.39871517,0.44656882,0.5024304,0.3450377,0.49466187,0.5901353,0.37638938,0.42194358,0.25627163,0.42110533,0.40991443,0.4989853,0.29191718,0.40207544,0.37395716,0.6226619,0.27375638,0.3187762,0.39299047,0.34618282,0.38984632,0.3370018,0.37894112,0.39167908,0.3180472,0.34759676,0.2575154,0.43840432,0.4031742,0.43035293,0.3023033,0.3012539,0.3748677,0.36218506,0.26157418,0.6024883985519409,0.24681854,0.40363097,0.40245348,0.4022986,0.28004345,0.43779603,0.45683333,0.31761408,0.39231744,0.4530778,0.16520716,0.47645548,0.14993292,0.43642125,0.09921046,0.43554908,0.08184598,0.35865515,0.09793728,0.30743334,0.04445475,0.34795898,0.06968902,0.39323488,0.13742654,0.3761435,0.13929746,0.39451608,0.11651674,0.37108955,0.072337165,0.35789573,0.030892486,0.0,,0.6024883985519409,,9,3,Usha,Social Media Reel 15s
R00133,AD014,0.16408482,0.4564959,0.38820624,0.3244418,0.3893433,0.3743209,0.13714215,0.22694016,0.22207424,0.0,0.40284732,0.1390833,0.27006504,0.18062729,0.26079705,0.37572724,0.07900412,0.09270782,0.3696715,0.30724853,0.3710167,0.38043118,0.39084822,0.37109888,0.3378079,0.22599842,0.23664728,0.27270824,0.22828831,0.41914225,0.3287147,0.28935975,0.3134442,0.6301954,0.15140934,0.20445375,0.39529946,0.20622179,0.23042697,0.36536893,0.3676847,0.38415724,0.40566662,0.107864216,0.13396712,0.31548014,0.22949587,0.2650118,0.3804415,0.51106375,0.46371716,0.48273316,0.15922856,0.18841426,0.3503618,0.22634739,0.27181157,0.3159457,0.21946129,0.3182606,0.31235623,0.2064641,0.36418414,0.28344417,0.3433084,0.24936843,0.29439312,0.23037815,0.32837647,0.44695795,0.22502479,0.16835709,0.33144227,0.1746764,0.3085567,0.36218643,0.27372137,0.39185372,0.34941387,0.2663891,0.5705677,0.2744083,0.2699862,0.26564217,0.26180902,0.19154459,0.27752373,0.45949247,0.18713821,0.14752656,0.36638153,0.19192126,0.43366948,0.4018052,0.36367908,0.34583816,0.41234383,0.17529416,0.16674931,0.25791308,0.8560298681259155,0.20192769,0.27526605,0.3162018,0.23086333,0.23495646,0.3977492,0.21497199,0.17854342,0.30822304,0.27964863,0.112767495,0.33671865,0.1323246,0.32892302,0.14241064,0.2908452,0.08284408,0.2411701,0.12470159,0.32153392,0.06360447,0.3054682,0.10810853,0.2981166,0.11332938,0.27980837,0.053525127,0.33019707,0.11068002,0.2620781,0.06906912,0.2696716,0.095759846,0.0,,0.8560298681259155,,9,2,Usha,Social Media Reel 15s
